# step Etot Epot T p 
183500 -19414.6005 -23175.4065 1460.2806 -422.0896 
184000 -19575.626 -23255.273 1428.7675 -661.1678 
184500 -20015.2554 -23826.6067 1479.9068 48.9813 
185000 -19808.6623 -23653.7875 1493.0208 4.8355 
185500 -19741.431 -23332.2954 1394.2941 501.0358 
186000 -19524.8351 -23276.8648 1456.8729 593.6058 
186500 -19582.4768 -23412.2131 1487.0455 129.2109 
187000 -19318.3541 -23309.0658 1549.5505 -167.646 
187500 -19439.6036 -23211.7429 1464.6812 400.2096 
188000 -19618.0924 -23410.8428 1472.6843 -707.9677 
188500 -19723.8976 -23520.8063 1474.2989 -123.6751 
189000 -19587.9708 -23535.4303 1532.7562 222.5737 
189500 -19389.3929 -23307.2439 1521.2595 476.2385 
190000 -19543.5726 -23257.2392 1441.9769 684.596 
190500 -19630.4922 -23502.2519 1503.3628 201.1725 
191000 -19682.4556 -23455.4501 1465.0133 -206.3505 
191500 -19363.5841 -23310.9315 1532.7127 557.2551 
192000 -19307.2423 -23204.4693 1513.2514 -91.9847 
192500 -19148.695 -23153.9388 1555.1932 619.0829 
193000 -19260.2501 -23107.1079 1493.6936 94.9517 
193500 -19371.7353 -23227.0455 1496.9756 -90.7984 
194000 -19354.6919 -23341.3651 1547.9824 -377.8928 
194500 -19199.8684 -23168.0783 1540.8133 630.8455 
195000 -19258.3125 -23214.1631 1536.0143 -328.2829 
195500 -19624.9622 -23472.2049 1493.8431 -241.403 
196000 -19535.6705 -23311.4405 1466.091 534.3266 
196500 -19456.4678 -23254.3201 1474.6653 -498.1948 
197000 -19417.7533 -23315.6376 1513.5066 -2.2499 
197500 -19408.5617 -23262.79 1496.5555 195.9557 
198000 -19520.7575 -23256.0786 1450.3851 -444.6587 
198500 -19436.3315 -23375.401 1529.4984 -37.9025 
199000 -19260.8747 -23091.6487 1487.4484 181.7126 
199500 -19275.8595 -23195.806 1522.0732 -405.9288 
200000 -19129.8884 -23075.4188 1532.0071 -306.0584 
200500 -19106.2502 -23162.583 1575.0305 322.5831 
201000 -19006.2266 -23082.8462 1582.9076 -17.5191 
201500 -19356.4676 -23218.5794 1499.6166 330.8881 
202000 -19341.5927 -23215.1697 1504.0684 -195.3469 
202500 -19414.967 -23308.4804 1511.8095 317.2016 
203000 -19666.8172 -23490.7813 1484.8042 -440.7235 
203500 -19731.2744 -23550.1221 1482.8176 -513.997 
204000 -19721.6929 -23506.957 1469.7774 129.261 
204500 -19901.3269 -23721.7083 1483.4131 276.4162 
205000 -19628.7787 -23443.8927 1481.3678 -12.4677 
205500 -19601.794 -23363.0961 1460.4732 -150.9465 
206000 -19360.5342 -23285.5907 1524.0573 613.927 
206500 -19433.7595 -23413.3276 1545.2236 -144.0157 
207000 -19653.6834 -23427.8657 1465.4745 -90.2897 
207500 -19498.3224 -23301.6223 1476.7805 -322.1816 
208000 -19730.5821 -23449.4706 1444.0045 -263.2559 
208500 -19363.12 -23138.2444 1465.8403 214.4563 
209000 -19382.1675 -23244.5638 1499.727 -59.2644 
209500 -19401.0807 -23216.3923 1481.4446 -336.6204 
210000 -19588.4362 -23475.1322 1509.1624 3.688 
210500 -19285.8765 -23121.4092 1489.2962 5.2307 
211000 -19110.0271 -23071.5584 1538.2201 179.6339 
211500 -19435.8918 -23213.5233 1466.8138 869.295 
212000 -19343.5755 -23147.1997 1476.9064 -499.0176 
212500 -19475.3036 -23374.8393 1514.1478 1090.342 
213000 -19567.5504 -23181.8475 1403.3928 -610.1603 
213500 -19365.4662 -23313.2567 1532.8847 -416.4454 
214000 -19306.3528 -23146.238 1490.9862 241.726 
214500 -18867.6893 -22945.0865 1583.2096 -286.3474 
215000 -18942.2137 -23133.1667 1627.302 -430.0498 
215500 -19081.4495 -23071.6589 1549.3555 21.9228 
216000 -19271.472 -23248.1068 1544.0846 -271.2602 
216500 -19587.8098 -23406.7231 1482.8431 782.8745 
217000 -19736.0392 -23410.2947 1426.674 373.5033 
217500 -19796.9012 -23677.302 1506.718 -690.1283 
218000 -19904.9655 -23696.0532 1472.0387 791.7994 
218500 -19882.3413 -23560.0681 1428.0219 -655.6049 
219000 -19499.7977 -23315.1692 1481.4678 451.6373 
219500 -19307.4801 -23263.4579 1536.0637 233.9929 
220000 -19309.5452 -23113.3496 1476.9765 -295.0727 
220500 -19422.8594 -23401.7093 1544.9447 -339.6775 
221000 -19373.5958 -23361.1781 1548.3354 -59.0832 
221500 -19446.2734 -23283.8508 1490.0901 -206.6427 
222000 -19576.8717 -23463.0853 1508.975 198.6644 
222500 -19378.5911 -23218.0596 1490.8244 154.1615 
223000 -19211.6209 -23119.3187 1517.3171 -265.5587 
223500 -19528.543 -23388.6304 1498.8305 195.7216 
224000 -19247.2163 -23001.0485 1457.5728 -325.9917 
224500 -19614.032 -23410.2289 1474.0225 596.649 
225000 -19754.3402 -23493.5809 1451.907 -737.9076 
225500 -19860.9408 -23563.9141 1437.8248 -40.8189 
226000 -19713.0352 -23725.4655 1557.9836 484.6013 
226500 -19421.9197 -23510.3787 1587.5048 332.5761 
227000 -19565.5449 -23343.1011 1466.7845 -425.2791 
227500 -19464.2537 -23355.8014 1511.0462 450.1325 
228000 -19402.4415 -23301.8264 1514.0893 -86.7749 
228500 -19486.4997 -23546.0749 1576.2895 574.4743 
229000 -19680.1657 -23589.1426 1517.8138 465.9716 
229500 -19674.2838 -23625.5401 1534.2304 26.7542 
230000 -19678.5608 -23563.4782 1508.4718 -391.7871 
