ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:   23500      1033.2501      5851.1588      3532.9582        43.8796         -30235.2064     -1198.4786         0.0000         0.0000     11470.5257          -9501.9126       325.6180    -20972.4383     -9405.6053       323.3707            109.5297       126.0477    153671.6957      -143.2063      -143.3343
ENERGY:   24000      1018.9994      5964.6246      3581.5266        42.7981         -30377.1890     -1224.7913         0.0000         0.0000     11338.6125          -9655.4192       321.8734    -20994.0316     -9563.7496       322.6722            -31.3774       -19.2284    153671.6957       -18.3186       -18.3728
ENERGY:   24500      1047.0373      5852.8961      3551.6888        42.6451         -30371.4137     -1375.9266         0.0000         0.0000     11363.0658          -9890.0072       322.5675    -21253.0729     -9789.8380       320.8373             78.6052        85.9160    153671.6957      -175.7984      -175.8723
ENERGY:   25000      1016.1960      5983.6194      3586.4192        45.7987         -30315.8681     -1268.3522         0.0000         0.0000     11233.9450          -9718.2422       318.9021    -20952.1872     -9627.0340       320.5327            -15.3407        11.0898    153671.6957      -161.0553      -161.2429
ENERGY:   25500      1059.1719      5882.0825      3565.2883        53.4225         -30487.1144     -1218.7178         0.0000         0.0000     11266.8426          -9879.0244       319.8360    -21145.8671     -9780.7802       320.6339            258.4423       265.8818    153671.6957      -259.3440      -259.2407
ENERGY:   26000       984.5431      5948.9628      3527.9761        45.6537         -30263.5485     -1385.7396         0.0000         0.0000     11256.7819          -9885.3705       319.5504    -21142.1524     -9792.1010       319.3705            -43.7410       -28.0583    153671.6957       -91.1062       -91.3577
ENERGY:   26500       975.3249      5915.3832      3582.8200        54.7670         -29932.4883     -1505.2308         0.0000         0.0000     11130.5333          -9778.8907       315.9666    -20909.4241     -9684.3265       319.1145           -281.3703      -256.2969    153671.6957      -146.6466      -146.4943
ENERGY:   27000      1000.3618      5879.9156      3610.9469        45.3211         -30069.2136     -1336.7331         0.0000         0.0000     11255.9242          -9613.4772       319.5261    -20869.4014     -9521.3436       321.3500           -106.5695       -86.7454    153671.6957      -170.9517      -170.8076
ENERGY:   27500      1013.5101      5877.6894      3537.9792        40.8918         -30297.2121     -1249.5716         0.0000         0.0000     11438.5269          -9638.1863       324.7097    -21076.7132     -9539.4634       322.5374            442.7327       469.6050    153671.6957        -5.6590        -5.7652
ENERGY:   28000       981.3909      5923.4531      3572.7624        43.4825         -30056.9872     -1397.9152         0.0000         0.0000     11320.8869          -9612.9267       321.3702    -20933.8136     -9514.9699       322.9074           -137.3433      -114.4448    153671.6957       -28.8181       -29.0430
ENERGY:   28500       969.7636      5942.6091      3597.8478        48.9552         -30087.3632     -1306.1714         0.0000         0.0000     11397.0520          -9437.3068       323.5323    -20834.3588     -9342.3922       322.6179           -100.3435       -75.7010    153671.6957       -40.5644       -40.4582
ENERGY:   29000       985.0342      5986.5883      3558.5519        41.0053         -30218.0491     -1383.0594         0.0000         0.0000     11504.7807          -9525.1482       326.5905    -21029.9289     -9429.9986       323.4782            111.9723       131.2427    153671.6957      -154.1156      -154.0119
ENERGY:   29500      1054.5380      5986.0564      3654.1640        37.5577         -30388.9212     -1226.3427         0.0000         0.0000     11377.3109          -9505.6370       322.9719    -20882.9479     -9416.5930       324.1915            -51.1213       -21.6265    153671.6957       -55.0180       -55.0547
ENERGY:   30000      1019.4375      6043.3206      3596.4837        53.8931         -30362.1293     -1295.7618         0.0000         0.0000     11456.4328          -9488.3234       325.2180    -20944.7562     -9394.3749       323.7653           -134.9305      -126.8506    153671.6957      -135.3776      -135.2833
ENERGY:   30500      1003.5883      5921.4172      3598.0636        47.5274         -30343.3167     -1282.3932         0.0000         0.0000     11440.3149          -9614.7984       324.7604    -21055.1133     -9513.4115       322.3004            111.8870       131.6604    153671.6957      -216.3237      -216.2461
ENERGY:   31000      1040.1306      6029.7549      3645.8133        43.5892         -30227.5576     -1373.8556         0.0000         0.0000     11370.0399          -9472.0852       322.7655    -20842.1251     -9379.6842       323.2619           -118.7417      -102.7439    153671.6957      -179.0456      -178.9125
ENERGY:   31500      1043.3771      5938.2083      3596.7258        52.8532         -30491.1732     -1119.0639         0.0000         0.0000     11351.4748          -9627.5978       322.2385    -20979.0727     -9530.8336       323.3402            -76.2408       -48.5450    153671.6957       -73.5735       -73.4808
ENERGY:   32000      1007.6949      5996.3924      3583.0368        41.0467         -30494.3550     -1273.1841         0.0000         0.0000     11436.6541          -9702.7142       324.6565    -21139.3683     -9607.2398       323.0950           -627.0137      -622.5511    153671.6957       -85.3803       -85.4753
ENERGY:   32500      1009.8830      5923.6638      3561.0799        51.3897         -30233.7529     -1287.0032         0.0000         0.0000     11350.6894          -9624.0502       322.2162    -20974.7397     -9528.4530       322.0511            -77.5853       -68.8400    153671.6957      -153.3575      -153.4663
ENERGY:   33000       980.6111      5996.6493      3615.9609        41.5073         -30193.4206     -1373.8179         0.0000         0.0000     11241.3544          -9691.1555       319.1125    -20932.5099     -9596.0615       320.5904           -255.7599      -223.8543    153671.6957      -175.3410      -175.1762
ENERGY:   33500      1010.9884      5972.1216      3595.4022        45.9995         -30302.5669     -1426.3165         0.0000         0.0000     11322.8421          -9781.5297       321.4257    -21104.3718     -9682.4212       320.9900           -201.0437      -183.7743    153671.6957      -216.5992      -216.6973
ENERGY:   34000      1068.8275      5849.3453      3564.7429        49.0261         -30600.4578     -1102.2169         0.0000         0.0000     11293.8890          -9876.8440       320.6038    -21170.7330     -9782.9543       320.4972             29.9580        50.0833    153671.6957      -204.2872      -204.3373
ENERGY:   34500      1053.8061      6004.6061      3563.3037        41.5199         -30487.3399     -1339.1991         0.0000         0.0000     11422.4604          -9740.8427       324.2536    -21163.3032     -9649.4047       321.0940           -249.0515      -234.4648    153671.6957      -148.2483      -148.5028
ENERGY:   35000      1035.2760      5901.3851      3595.3697        42.8202         -30308.9500     -1320.0524         0.0000         0.0000     11265.5998          -9788.5515       319.8007    -21054.1513     -9693.8069       322.7433           -930.5515      -936.1603    153671.6957      -131.1282      -130.7428
ENERGY:   35500       988.7405      5953.7524      3573.5470        39.7619         -30275.1079     -1325.0982         0.0000         0.0000     11275.8580          -9768.5463       320.0919    -21044.4043     -9665.5732       321.5695           -744.5315      -718.3302    153671.6957      -163.6298      -163.7334
ENERGY:   36000      1011.0024      5857.5532      3563.5461        50.1471         -30399.8315     -1168.4393         0.0000         0.0000     11205.9391          -9880.0831       318.1071    -21086.0221     -9789.0430       320.5459           -371.5112      -339.9731    153671.6957       -47.8867       -47.8152
ENERGY:   36500      1005.1965      5867.7721      3570.7716        49.6058         -30317.4052     -1315.3282         0.0000         0.0000     11189.7285          -9949.6588       317.6470    -21139.3873     -9850.7659       319.0312            118.6565       126.6012    153671.6957       -93.4249       -93.6952
ENERGY:   37000      1033.7168      5923.3752      3552.4974        42.3230         -30261.9471     -1438.4522         0.0000         0.0000     11351.9857          -9796.5012       322.2530    -21148.4869     -9699.3918       318.3732           -936.2127      -918.1676    153671.6957      -142.7161      -142.8430
ENERGY:   37500       990.5131      5924.9664      3530.8305        38.5300         -30363.2630     -1292.8328         0.0000         0.0000     11350.0751          -9821.1807       322.1988    -21171.2558     -9728.7832       320.7343            -43.3572       -25.9990    153671.6957      -104.2175      -104.1795
ENERGY:   38000      1004.0648      5830.2176      3570.2711        48.5428         -30278.6278     -1381.2086         0.0000         0.0000     11384.9783          -9821.7618       323.1896    -21206.7401     -9723.7185       321.3837           -600.6280      -572.7595    153671.6957       -70.9602       -70.8083
ENERGY:   38500       978.9555      5895.3899      3538.0913        42.4866         -30373.4527     -1288.5349         0.0000         0.0000     11246.4703          -9960.5939       319.2577    -21207.0642     -9870.6786       318.8987           -693.5781      -676.6598    153671.6957      -109.9130      -109.7942
ENERGY:   39000      1008.1859      5955.3478      3585.7831        36.4826         -30399.7520     -1235.7199         0.0000         0.0000     11263.0748          -9786.5975       319.7291    -21049.6724     -9687.7837       319.7977            254.7583       273.3264    153671.6957      -217.0408      -216.8218
ENERGY:   39500       983.5712      5862.8863      3569.5094        43.7865         -30410.0506     -1306.9294         0.0000         0.0000     11526.6921          -9730.5345       327.2125    -21257.2265     -9626.7504       321.6000             41.4339        65.6269    153671.6957       -90.3335       -90.1933
ENERGY:   40000      1014.1081      5906.6006      3599.2422        41.4043         -30457.3239     -1242.9256         0.0000         0.0000     11418.4934          -9720.4010       324.1410    -21138.8944     -9624.9959       322.0211              8.6729        28.3481    153671.6957      -104.3954      -104.6229
ENERGY:   40500      1051.3789      5815.3709      3522.9840        48.1236         -30388.9815     -1249.5586         0.0000         0.0000     11294.4049          -9906.2778       320.6184    -21200.6828     -9811.5734       320.9431           -103.4390       -70.8729    153671.6957      -180.1466      -180.2380
ENERGY:   41000      1009.1625      5895.1950      3540.7985        39.0087         -30198.9982     -1273.7472         0.0000         0.0000     11236.0786          -9752.5021       318.9627    -20988.5807     -9658.7278       319.8077           -138.0781      -123.6514    153671.6957      -180.9453      -181.3221
ENERGY:   41500       997.3834      5961.0852      3563.5671        47.3331         -30260.9112     -1327.5840         0.0000         0.0000     11283.3127          -9735.8137       320.3036    -21019.1264     -9643.9888       319.9826            202.5932       226.3181    153671.6957      -213.9701      -214.0289
ENERGY:   42000      1003.8015      5796.1941      3567.1521        49.1350         -30261.7715     -1319.8027         0.0000         0.0000     11454.5602          -9710.7313       325.1648    -21165.2915     -9616.9658       321.4286            -63.8856       -43.8512    153671.6957      -227.7074      -227.7612
ENERGY:   42500      1006.9558      5882.6797      3586.3851        41.4116         -30233.6077     -1452.0592         0.0000         0.0000     11414.4320          -9753.8026       324.0257    -21168.2347     -9657.5841       321.2990           -402.5895      -382.5598    153671.6957      -200.0806      -200.1220
ENERGY:   43000      1054.4974      6002.9287      3610.2967        57.1564         -30244.8198     -1325.1757         0.0000         0.0000     11363.5112          -9481.6050       322.5802    -20845.1162     -9388.0931       322.1911           -183.5653      -173.7176    153671.6957       -78.5608       -78.4636
ENERGY:   43500      1057.9044      6007.5874      3583.5701        35.7500         -30350.3145     -1258.2219         0.0000         0.0000     11396.1904          -9527.5342       323.5079    -20923.7246     -9430.4214       324.6710            -14.1806         9.2423    153671.6957       -38.3885       -38.3416
ENERGY:   44000      1034.8163      5986.1269      3593.0649        45.1822         -30450.2091     -1184.9268         0.0000         0.0000     11551.0001          -9424.9457       327.9025    -20975.9458     -9322.4586       324.7294           -410.6876      -389.3165    153671.6957      -138.3345      -138.4088
ENERGY:   44500      1007.4075      5967.6334      3570.4077        46.2249         -30331.0685     -1326.0842         0.0000         0.0000     11447.9987          -9617.4804       324.9786    -21065.4792     -9516.9825       324.0668           -687.0995      -669.0348    153671.6957      -118.6169      -118.5941
ENERGY:   45000      1083.9370      5948.5070      3598.6272        48.1646         -30341.4867     -1365.2038         0.0000         0.0000     11468.3512          -9559.1036       325.5563    -21027.4548     -9467.0517       323.8739           -413.9311      -397.9038    153671.6957      -159.4944      -159.4260
ENERGY:   45500      1014.3734      5929.7244      3586.0227        49.3236         -30251.2990     -1326.2454         0.0000         0.0000     11415.6099          -9582.4903       324.0591    -20998.1002     -9483.7671       325.2556            -72.3841       -51.0019    153671.6957       -36.2439       -36.2656
ENERGY:   46000      1042.0658      5978.8642      3602.7238        48.5817         -30307.0413     -1321.6104         0.0000         0.0000     11266.7803          -9689.6359       319.8342    -20956.4162     -9598.0891       321.4633           -557.6980      -536.7191    153671.6957      -310.3638      -310.7666
ENERGY:   46500      1055.6761      5924.8632      3600.9766        41.4217         -30464.2257     -1272.2185         0.0000         0.0000     11427.3155          -9686.1911       324.3914    -21113.5066     -9585.7191       321.6056            -92.6984       -82.6730    153671.6957      -100.1275      -100.1237
ENERGY:   47000      1019.9767      5906.2633      3568.0890        41.5132         -30382.9351     -1370.4020         0.0000         0.0000     11407.2726          -9810.2222       323.8225    -21217.4949     -9712.1983       321.3071           -459.6179      -441.2736    153671.6957      -109.2927      -109.3439
ENERGY:   47500      1025.2372      5971.3259      3575.6576        45.8445         -30314.1765     -1306.8208         0.0000         0.0000     11313.5938          -9689.3384       321.1632    -21002.9322     -9593.7000       322.5033            399.1584       419.1363    153671.6957      -116.1865      -116.2256
ENERGY:   48000      1018.8095      5999.1183      3606.3139        46.5290         -30309.2769     -1345.2767         0.0000         0.0000     11340.4907          -9643.2922       321.9267    -20983.7829     -9547.1775       320.8656           -388.4000      -364.0909    153671.6957      -231.5864      -231.5884
ENERGY:   48500       981.5135      5943.5716      3554.7733        50.0784         -30061.0341     -1515.8368         0.0000         0.0000     11412.3608          -9634.5732       323.9669    -21046.9341     -9536.6992       322.9123           -266.0274      -253.6883    153671.6957      -224.5015      -224.4003
ENERGY:   49000      1036.4274      5859.0234      3587.8759        47.5665         -30009.2705     -1502.9370         0.0000         0.0000     11413.4534          -9567.8609       323.9979    -20981.3143     -9464.0952       323.0710           -433.4393      -419.1181    153671.6957      -122.6469      -122.4775
ENERGY:   49500      1024.4553      5890.8910      3589.8709        41.5243         -30149.2088     -1376.5308         0.0000         0.0000     11235.1958          -9743.8024       318.9376    -20978.9982     -9648.6845       322.5931           -696.2541      -670.8839    153671.6957      -105.6904      -105.9289
ENERGY:   50000      1028.8355      5986.9981      3579.9856        49.3177         -30305.3838     -1365.7693         0.0000         0.0000     11304.8071          -9721.2092       320.9137    -21026.0163     -9625.6024       322.4057           -743.5360      -733.6407    153671.6957       -64.3945       -64.3312
ENERGY:   50500      1004.5020      5954.9134      3578.2485        45.5322         -29991.2832     -1513.8098         0.0000         0.0000     11311.7529          -9610.1439       321.1109    -20921.8968     -9513.3086       322.2007            118.7447       139.8725    153671.6957      -147.6553      -147.4356
ENERGY:   51000      1019.6302      5965.5408      3585.2007        55.0462         -30324.5817     -1300.2620         0.0000         0.0000     11433.0904          -9566.3355       324.5554    -20999.4259     -9471.0452       323.2865            -11.8669        17.4257    153671.6957      -121.7533      -121.7770
ENERGY:   51500      1002.5246      5926.3002      3580.6742        33.0174         -30407.6101     -1277.9294         0.0000         0.0000     11285.6937          -9857.3295       320.3712    -21143.0232     -9761.7877       321.9092              9.9636        37.7524    153671.6957      -226.7088      -226.6177
ENERGY:   52000      1071.6147      5977.3622      3592.2837        41.4164         -30522.3903     -1250.2604         0.0000         0.0000     11334.6253          -9755.3483       321.7602    -21089.9736     -9660.2847       320.7143           -196.5086      -188.6065    153671.6957      -246.9142      -246.9445
